Enemy, Run, Enemy_Group, Fitness, Player_Life, Enemy_Life, Time, Gain
Enemy 8, Test Run 3, Run 2, Enemy Group enemies_group_two, Fitness: 91.26379793739258, Player Life: 71.80000000000027, Enemy Life: 0, Time: 371, Gain: 71.80000000000027
Enemy 8, Test Run 4, Run 2, Enemy Group enemies_group_two, Fitness: 91.26379793739258, Player Life: 71.80000000000027, Enemy Life: 0, Time: 371, Gain: 71.80000000000027
Enemy 8, Test Run 5, Run 2, Enemy Group enemies_group_two, Fitness: 91.26379793739258, Player Life: 71.80000000000027, Enemy Life: 0, Time: 371, Gain: 71.80000000000027
Enemy 8, Test Run 6, Run 2, Enemy Group enemies_group_two, Fitness: 91.26379793739258, Player Life: 71.80000000000027, Enemy Life: 0, Time: 371, Gain: 71.80000000000027
Enemy 8, Test Run 7, Run 2, Enemy Group enemies_group_two, Fitness: 91.26379793739258, Player Life: 71.80000000000027, Enemy Life: 0, Time: 371, Gain: 71.80000000000027
Enemy 8, Test Run 8, Run 2, Enemy Group enemies_group_two, Fitness: 91.26379793739258, Player Life: 71.80000000000027, Enemy Life: 0, Time: 371, Gain: 71.80000000000027
Enemy 8, Test Run 9, Run 2, Enemy Group enemies_group_two, Fitness: 91.26379793739258, Player Life: 71.80000000000027, Enemy Life: 0, Time: 371, Gain: 71.80000000000027
Enemy 8, Test Run 10, Run 2, Enemy Group enemies_group_two, Fitness: 91.26379793739258, Player Life: 71.80000000000027, Enemy Life: 0, Time: 371, Gain: 71.80000000000027
Enemy 1, Test Run 1, Run 3, Enemy Group enemies_group_two, Fitness: -5.062595033026967, Player Life: 0, Enemy Life: 100, Time: 158, Gain: -100
Enemy 1, Test Run 2, Run 3, Enemy Group enemies_group_two, Fitness: -5.062595033026967, Player Life: 0, Enemy Life: 100, Time: 158, Gain: -100
Enemy 1, Test Run 3, Run 3, Enemy Group enemies_group_two, Fitness: -5.062595033026967, Player Life: 0, Enemy Life: 100, Time: 158, Gain: -100
